Run: 20:	0	1	7	9	11	14	17	22	25	26	28	33	38	44	46	49	52	58	60	62	63	68	69	70	74	76	78	80	86	88	91	92	95	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 21:	0	5	8	11	14	20	26	27	31	32	37	42	43	45	47	48	51	57	59	63	69	70	76	78	80	84	90	93	95	96	97	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 22:	0	3	8	9	11	16	21	22	23	24	25	30	33	36	39	44	46	51	54	56	61	67	72	76	79	81	85	88	90	91	94	95	97	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 23:	0	3	8	13	16	18	24	25	26	27	32	37	38	43	44	47	51	57	61	63	68	73	75	80	82	84	85	90	92	94	96	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 24:	0	6	9	10	14	16	21	26	28	29	33	38	40	46	51	54	57	58	60	61	64	65	71	75	80	85	89	92	96	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 25:	0	5	8	11	14	19	25	30	35	41	43	48	50	51	53	56	59	65	70	76	77	79	81	86	91	92	96	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 26:	0	3	6	11	16	17	22	28	31	36	37	40	41	44	48	52	58	59	61	67	72	73	74	80	85	86	88	92	97	99	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 27:	0	3	8	9	10	14	20	22	25	28	31	32	34	36	41	46	49	53	56	62	64	69	75	81	87	92	98	99	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 28:	0	1	2	6	12	13	16	21	22	23	26	32	33	35	41	42	43	47	51	57	62	68	69	72	75	77	78	79	83	85	91	93	97	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 29:	0	6	10	11	15	18	22	24	25	29	31	34	40	44	47	49	50	52	56	62	68	73	77	81	86	89	93	98	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 30:	0	5	6	12	15	18	23	29	34	36	40	44	49	54	56	62	64	65	69	73	75	79	84	86	90	91	92	97	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 31:	0	1	3	8	9	15	18	21	27	30	32	34	39	44	50	56	57	63	69	75	76	82	88	91	92	97	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 32:	0	2	6	9	10	11	16	20	21	23	26	32	37	39	41	44	47	52	55	60	66	71	76	78	82	86	89	95	98	99	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 33:	0	5	10	11	13	16	20	22	27	31	34	36	41	46	50	55	60	63	67	69	72	78	80	84	87	89	92	93	96	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 34:	0	3	7	11	15	16	21	26	28	29	31	32	36	40	46	52	57	61	62	67	73	76	80	84	88	91	97	99	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 35:	0	6	12	18	19	20	23	25	26	28	33	39	44	45	46	49	50	53	57	61	62	63	68	72	75	78	81	87	89	91	92	93	94	97	100	100	100	100	100	100	100	100	100	100	100	
Run: 36:	0	2	4	8	9	15	20	26	31	37	41	45	46	47	48	49	53	56	57	59	62	63	67	71	77	83	89	90	93	98	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 37:	0	2	5	7	13	15	16	20	22	26	30	36	38	41	45	47	52	55	60	64	66	67	70	71	74	79	85	88	94	97	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 38:	0	3	7	10	11	13	14	17	20	21	24	26	29	33	35	40	46	52	55	59	61	66	72	77	80	85	91	97	99	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 39:	0	3	7	13	17	18	19	20	22	28	29	33	38	41	42	46	48	54	58	60	61	67	72	77	82	84	85	88	94	96	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 40:	0	3	4	8	10	13	15	17	22	24	29	33	38	40	41	44	50	55	59	65	70	75	81	85	87	91	93	96	97	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 41:	0	1	4	10	15	20	22	25	28	33	39	41	47	52	57	60	61	65	69	72	77	80	83	85	91	92	94	98	99	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 42:	0	2	3	7	13	14	15	19	23	25	29	33	36	42	45	48	50	53	56	60	62	65	66	69	72	76	82	87	89	92	94	97	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 43:	0	3	9	12	13	18	21	23	29	33	34	40	41	45	51	56	61	62	66	68	69	72	74	79	85	88	92	93	98	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 44:	0	2	3	4	6	7	8	10	12	17	18	22	26	27	33	34	40	44	46	47	50	53	54	57	62	67	73	76	82	85	91	92	97	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 45:	0	3	9	11	13	14	15	16	21	22	27	28	34	38	44	49	50	54	60	62	67	72	78	84	85	87	89	90	92	94	98	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 46:	0	2	3	7	8	13	17	23	28	31	37	39	40	43	46	47	53	56	59	62	66	68	70	74	77	83	85	91	97	98	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 47:	0	6	12	15	20	24	27	28	32	38	43	45	47	53	56	60	61	62	67	70	75	79	82	85	88	94	96	97	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 48:	0	3	7	13	14	20	24	25	31	37	41	45	50	55	57	59	60	65	67	70	72	76	78	80	85	87	92	98	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 49:	0	4	7	10	14	17	22	28	34	39	45	47	52	58	61	63	64	69	72	78	83	85	86	87	89	93	96	99	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 50:	0	4	10	12	13	14	17	20	21	22	24	25	30	32	35	38	41	43	45	50	51	54	60	65	69	72	77	83	86	87	90	92	96	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 51:	0	1	4	7	9	11	13	14	15	16	17	23	27	32	34	39	40	44	50	55	58	60	63	68	71	73	79	84	89	90	95	98	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 52:	0	3	8	10	12	13	15	17	23	24	26	27	30	31	36	39	44	47	51	56	61	67	73	77	82	84	90	95	98	99	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 53:	0	6	8	10	15	19	25	28	33	34	36	39	41	45	47	50	54	55	59	64	69	74	80	85	90	92	98	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 54:	0	4	9	11	14	19	25	31	36	40	45	50	54	58	63	67	73	76	81	82	84	89	90	96	99	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 55:	0	5	11	15	20	21	23	25	29	32	33	39	44	49	53	58	59	62	66	69	72	77	79	81	87	93	97	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 56:	0	4	8	12	15	18	22	23	25	26	27	32	34	37	38	43	48	54	56	61	66	67	68	71	72	78	81	86	87	91	96	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 57:	0	6	8	9	11	14	16	17	23	27	30	36	37	42	47	48	51	55	56	61	63	69	74	78	80	84	88	90	93	95	97	98	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 58:	0	2	5	6	8	12	13	15	17	21	24	30	32	36	42	45	50	51	57	62	66	68	69	71	73	75	81	85	90	94	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 59:	0	4	10	15	21	22	25	30	36	42	45	50	52	54	56	57	60	63	65	69	73	76	78	79	84	89	90	94	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 60:	0	4	10	15	18	21	25	26	30	34	40	44	45	49	52	56	60	64	65	71	74	79	82	85	89	91	95	96	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 61:	0	5	6	11	17	20	22	28	30	34	35	36	39	45	51	52	55	61	62	64	70	75	76	77	80	83	87	92	97	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 62:	0	6	8	12	15	19	25	27	32	36	38	39	40	46	47	51	57	63	65	67	71	76	80	83	89	95	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 63:	0	2	5	9	13	15	19	25	28	29	30	36	37	43	47	49	52	54	56	59	65	70	72	78	79	83	87	91	95	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 64:	0	6	9	14	16	21	27	29	30	32	37	38	40	45	51	53	54	59	63	68	70	76	79	83	89	91	95	97	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 65:	0	2	3	7	8	9	13	17	23	25	30	31	35	36	37	38	44	49	54	60	61	67	69	70	71	77	83	84	89	92	96	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 66:	0	2	5	8	14	19	24	30	36	41	42	46	47	49	52	58	60	61	66	69	71	72	74	77	82	87	91	95	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 67:	0	3	5	10	16	22	24	25	30	36	40	43	49	55	58	61	64	70	76	82	86	92	94	98	99	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 68:	0	4	7	12	18	21	22	25	27	29	30	34	35	37	43	47	48	53	55	57	58	63	68	74	77	82	83	88	91	94	97	99	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 69:	0	5	9	15	19	24	25	30	34	39	41	43	45	51	54	60	63	66	67	71	73	79	82	84	89	95	98	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 70:	0	3	8	13	18	23	25	27	31	37	40	44	48	52	56	60	61	66	67	69	74	79	83	89	95	96	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 71:	0	2	3	7	10	11	15	17	18	23	29	30	34	37	41	42	44	50	56	59	63	67	72	74	76	77	79	83	84	90	92	97	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 72:	0	6	10	16	18	21	27	32	33	39	40	45	50	53	59	63	65	70	71	74	79	82	85	91	96	99	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 73:	0	4	10	16	17	21	25	31	32	35	38	41	45	50	52	58	64	65	68	74	78	80	82	85	88	91	92	94	98	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 74:	0	4	8	11	16	19	23	26	27	32	38	41	47	48	53	54	59	62	65	66	70	74	80	84	90	95	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 75:	0	2	5	6	7	8	12	13	19	21	23	29	32	34	40	42	43	46	47	49	51	54	60	61	62	68	72	74	77	81	85	89	91	92	94	98	100	100	100	100	100	100	100	100	100	
Run: 76:	0	3	8	10	13	15	18	23	24	27	31	33	34	36	41	44	47	52	57	58	63	67	73	75	77	82	88	94	97	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 77:	0	1	7	10	15	19	20	26	27	33	35	40	46	50	55	59	64	70	75	76	80	84	86	88	89	94	96	98	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 78:	0	2	6	10	15	21	22	24	26	31	33	37	38	44	47	50	54	56	61	65	68	69	74	80	82	87	89	90	92	95	97	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 79:	0	4	9	11	14	16	20	24	30	33	39	44	45	49	52	55	57	58	60	65	69	74	79	80	81	87	93	97	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 80:	0	2	7	9	13	19	24	29	32	36	39	40	45	50	55	56	59	62	64	69	70	73	79	85	89	91	93	97	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 81:	0	3	9	14	16	22	25	30	33	38	44	47	50	54	59	62	66	67	72	74	76	77	78	79	85	91	92	95	97	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 82:	0	4	5	11	17	22	26	31	33	35	38	43	45	50	51	55	61	67	70	74	75	80	83	89	92	95	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 83:	0	5	6	8	10	13	17	21	25	27	31	36	37	39	41	45	50	56	60	61	67	70	74	77	78	82	84	89	90	96	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 84:	0	3	9	11	17	22	25	26	27	31	37	40	46	51	53	54	55	56	59	60	64	65	70	76	81	85	86	87	93	94	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 85:	0	6	10	13	19	24	27	33	36	41	47	48	52	54	55	56	60	64	68	69	71	72	78	84	85	89	91	97	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 86:	0	1	2	6	12	18	21	27	30	31	32	34	35	38	42	43	45	46	52	56	57	63	67	73	75	76	79	83	88	89	94	98	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 87:	0	6	7	9	14	16	17	18	20	26	29	35	41	43	48	53	54	55	60	62	64	69	74	78	79	80	82	87	90	96	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 88:	0	3	6	10	14	17	22	26	31	36	39	40	41	42	44	46	48	54	57	63	65	68	71	73	78	82	84	87	88	93	95	99	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 89:	0	1	7	11	13	17	23	28	29	34	36	39	40	43	47	48	53	59	65	70	75	77	80	82	88	93	97	99	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 90:	0	1	3	6	9	10	14	15	20	22	23	27	31	36	41	44	50	56	57	63	66	71	74	79	85	90	96	98	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 91:	0	5	6	12	17	20	23	26	28	30	36	37	40	44	48	51	53	59	62	63	68	70	71	76	82	83	87	93	97	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 92:	0	2	8	10	16	22	25	31	34	36	37	41	42	47	52	57	58	62	67	72	78	80	82	87	88	93	97	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 93:	0	2	4	9	13	17	22	24	25	27	32	35	40	44	48	54	58	62	64	68	74	76	79	80	85	89	92	94	96	99	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 94:	0	4	9	13	19	21	26	29	33	38	42	43	48	53	57	62	63	69	72	77	79	85	89	91	92	94	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 95:	0	1	2	3	7	8	11	17	21	26	27	32	36	38	44	48	52	56	61	62	65	67	70	76	82	83	86	92	98	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 96:	0	1	5	10	14	15	21	22	25	26	31	37	43	45	46	49	50	54	55	61	67	70	72	73	77	79	84	89	92	97	98	99	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 97:	0	5	6	9	13	18	23	25	27	30	33	37	38	41	44	47	49	52	58	61	66	69	71	75	79	83	84	87	88	94	96	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 98:	0	5	11	12	17	21	25	27	33	39	42	45	47	48	53	59	63	64	67	72	75	79	80	86	89	91	95	99	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 99:	0	3	4	6	12	16	20	21	26	32	38	40	43	47	48	53	55	59	65	67	71	72	75	78	82	85	91	97	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 100:	0	4	5	7	11	16	22	25	29	31	33	37	41	46	52	53	56	57	60	66	70	76	82	85	86	88	94	96	98	99	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 101:	0	5	10	12	13	18	19	22	24	25	30	34	38	41	45	47	53	56	59	60	63	69	71	73	78	84	85	89	95	97	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 102:	0	5	9	11	15	17	23	25	27	29	32	33	39	45	50	52	58	60	63	64	67	72	73	75	77	80	83	86	90	94	97	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 103:	0	4	9	15	17	23	25	30	35	38	42	47	48	52	53	56	58	59	65	71	73	74	75	76	81	84	86	89	90	91	93	95	98	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 104:	0	4	7	13	18	22	26	27	28	29	32	37	39	40	46	47	52	53	59	60	62	68	70	73	76	78	81	84	89	95	99	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 105:	0	5	11	13	14	19	25	29	32	34	36	39	40	44	45	48	52	53	58	63	64	67	71	77	79	84	89	90	93	98	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 106:	0	2	3	4	8	11	13	14	16	18	22	28	34	39	44	48	49	51	53	56	61	64	68	71	73	78	82	85	86	91	95	98	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 107:	0	6	9	10	11	14	20	24	28	30	32	35	40	46	50	54	55	61	67	68	74	75	81	85	87	88	90	92	96	98	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 108:	0	1	2	8	9	14	17	21	24	29	31	35	40	42	48	50	56	62	68	73	78	80	81	82	87	93	98	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 109:	0	5	7	10	15	16	17	21	25	26	27	33	37	39	42	43	48	52	55	61	63	68	70	74	77	78	82	85	87	91	94	97	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 110:	0	6	7	12	15	16	20	25	29	30	34	36	42	47	53	58	61	63	64	67	68	70	75	80	86	90	96	97	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 111:	0	2	8	9	14	19	20	25	26	27	29	35	36	38	44	48	52	56	62	66	68	72	77	79	82	85	89	94	98	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 112:	0	6	10	16	21	27	33	34	36	38	44	46	48	52	56	62	66	72	74	75	79	82	87	89	90	92	97	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 113:	0	2	5	6	12	16	17	22	25	31	36	40	44	49	52	55	60	63	64	67	68	71	72	78	80	82	84	87	91	95	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 114:	0	4	10	11	12	14	15	18	22	27	30	33	35	40	43	46	49	53	58	60	61	64	66	72	73	74	77	80	81	87	93	97	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 115:	0	3	8	12	15	21	26	30	32	37	42	45	46	50	51	55	58	59	62	65	68	73	79	83	87	88	90	95	96	99	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 116:	0	4	6	10	12	15	16	18	21	22	25	26	30	35	41	46	52	54	56	59	62	68	71	73	76	79	82	85	89	90	96	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 117:	0	3	6	12	18	19	21	23	27	30	36	42	46	48	50	54	57	63	65	69	72	76	82	85	87	90	93	97	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 118:	0	4	10	14	15	19	20	24	27	33	37	40	41	46	50	56	57	59	60	62	66	71	73	74	77	82	86	88	91	97	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 119:	0	6	11	17	19	23	24	25	31	36	40	41	42	45	49	51	56	59	62	68	70	72	74	78	80	86	89	94	98	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 120:	0	1	6	12	14	17	19	22	26	27	31	32	35	38	42	43	44	47	49	53	58	64	67	73	77	82	86	87	90	92	94	96	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 121:	0	5	8	14	16	19	22	24	28	29	34	35	40	42	44	48	51	56	61	67	71	73	79	80	81	83	89	92	98	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 122:	0	2	6	12	15	21	22	28	30	36	40	41	46	48	54	58	61	64	66	70	73	74	78	84	86	91	97	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 123:	0	4	9	14	20	23	27	32	38	40	43	48	50	54	60	65	67	68	74	78	79	80	81	83	89	94	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 124:	0	4	9	14	16	22	25	29	35	41	47	50	56	57	62	67	69	74	76	81	86	89	95	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 125:	0	5	11	16	20	26	28	31	32	37	38	44	48	54	57	63	68	73	79	85	90	96	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 126:	0	3	8	12	17	23	24	29	31	35	39	45	50	56	57	62	68	71	72	76	82	83	87	93	95	97	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 127:	0	6	12	14	18	19	25	30	32	34	38	39	40	45	47	48	49	53	58	61	63	65	67	71	73	77	78	84	90	94	95	97	99	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 128:	0	2	6	11	16	20	26	30	34	39	45	48	51	57	61	63	66	69	74	79	81	85	87	93	96	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 129:	0	1	3	7	11	14	16	18	23	26	31	34	40	43	47	48	51	52	55	56	61	65	68	71	72	75	76	79	81	85	89	92	98	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 130:	0	4	6	7	9	15	18	19	23	25	27	32	37	41	46	52	54	60	65	66	69	72	74	76	79	83	86	89	90	91	96	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 131:	0	3	7	12	17	22	28	29	32	37	41	43	48	51	57	59	63	68	71	73	75	79	81	86	91	97	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 132:	0	3	9	15	20	22	25	28	33	34	39	41	46	50	53	54	57	61	64	66	68	70	72	78	79	82	86	87	88	93	97	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 133:	0	5	11	13	16	21	25	30	34	37	41	42	46	49	50	54	56	58	64	70	71	75	76	79	84	87	91	95	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 134:	0	1	5	7	12	13	15	21	22	27	32	33	39	44	45	50	55	59	64	66	67	72	77	81	83	84	89	92	94	96	99	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 135:	0	4	5	10	15	20	23	27	28	33	34	40	41	42	43	49	51	55	56	59	60	63	65	66	71	75	78	83	84	86	89	95	99	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 136:	0	2	6	7	12	16	21	26	29	33	35	37	41	45	49	54	57	62	63	67	71	77	79	85	89	90	92	93	99	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 137:	0	5	9	11	14	19	20	25	30	36	39	45	49	54	58	64	66	70	76	82	83	86	87	92	94	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 138:	0	1	7	8	12	14	15	17	20	24	29	32	38	39	40	45	48	52	53	59	60	65	69	70	71	76	77	81	86	91	97	98	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 139:	0	5	7	11	13	14	19	22	26	28	33	35	39	43	44	49	55	60	64	67	72	77	83	89	94	98	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 140:	0	5	6	10	11	15	21	23	25	27	29	34	38	40	46	52	54	55	61	67	69	71	75	76	82	84	88	94	98	99	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
Run: 141:	0	5	11	12	16	19	21	26	27	30	35	40	43	48	53	55	60	61	67	68	70	73	78	79	85	86	90	91	96	97	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
